ENSMUSG00000000416	236
ENSMUSG00000000420	1994
ENSMUSG00000000435	3
ENSMUSG00000000439	592
ENSMUSG00000000440	327
ENSMUSG00000000441	2525
ENSMUSG00000000486	466
ENSMUSG00000000489	2753
ENSMUSG00000000530	12780
ENSMUSG00000000531	706
ENSMUSG00000000532	1519
ENSMUSG00000000538	1957
ENSMUSG00000000544	1
ENSMUSG00000000552	309
ENSMUSG00000000555	1177
ENSMUSG00000000560	0
ENSMUSG00000000561	454
ENSMUSG00000000562	14
ENSMUSG00000000563	2511
ENSMUSG00000000567	5
ENSMUSG00000000568	2352
ENSMUSG00000000579	54
ENSMUSG00000000581	661
ENSMUSG00000000594	2111
ENSMUSG00000000600	1070
ENSMUSG00000000605	2001
ENSMUSG00000000606	0
ENSMUSG00000000617	3
ENSMUSG00000000627	535
ENSMUSG00000000628	582
ENSMUSG00000000631	3107
ENSMUSG00000000632	2
ENSMUSG00000000673	128
ENSMUSG00000000682	1208
ENSMUSG00000000686	85
ENSMUSG00000000690	68
ENSMUSG00000000693	265
ENSMUSG00000000701	0
ENSMUSG00000000706	0
ENSMUSG00000000708	1611
ENSMUSG00000000711	1582
ENSMUSG00000000724	0
ENSMUSG00000000730	9
ENSMUSG00000000731	1
ENSMUSG00000000732	622
ENSMUSG00000000738	1197
ENSMUSG00000000739	300
ENSMUSG00000000740	827
ENSMUSG00000000743	1497
ENSMUSG00000000751	1139
ENSMUSG00000000753	592
ENSMUSG00000000759	1117
ENSMUSG00000000766	0
ENSMUSG00000000776	301
ENSMUSG00000000782	767
ENSMUSG00000000787	6237
ENSMUSG00000000791	1
ENSMUSG00000000792	16
ENSMUSG00000000794	331
ENSMUSG00000000804	1124
ENSMUSG00000000805	4016
ENSMUSG00000000811	370
ENSMUSG00000000817	39
ENSMUSG00000000823	948
ENSMUSG00000000826	2775
ENSMUSG00000000827	1453
ENSMUSG00000000838	1130
ENSMUSG00000000861	132
ENSMUSG00000000869	1
ENSMUSG00000000876	647
ENSMUSG00000000881	862
ENSMUSG00000000884	66
ENSMUSG00000000889	4
ENSMUSG00000000901	712
ENSMUSG00000000902	1207
ENSMUSG00000000903	298
ENSMUSG00000000915	1943
ENSMUSG00000000916	292
ENSMUSG00000000934	134
ENSMUSG00000000938	0
ENSMUSG00000000942	130
ENSMUSG00000000948	19
ENSMUSG00000000957	1347
ENSMUSG00000000958	448
ENSMUSG00000000959	833
ENSMUSG00000000976	526
ENSMUSG00000000982	34
ENSMUSG00000000983	3
ENSMUSG00000001014	6
ENSMUSG00000001016	1170
ENSMUSG00000001017	2780
ENSMUSG00000001018	1238
ENSMUSG00000001020	99
ENSMUSG00000001021	4
ENSMUSG00000001023	0
ENSMUSG00000001025	3141
ENSMUSG00000001027	47
ENSMUSG00000001029	2943
ENSMUSG00000001034	634
ENSMUSG00000001036	2665
ENSMUSG00000001039	205
ENSMUSG00000001052	1484
ENSMUSG00000001053	883
ENSMUSG00000001054	578
ENSMUSG00000001056	407
ENSMUSG00000001062	512
ENSMUSG00000001065	595
ENSMUSG00000001076	0
ENSMUSG00000001082	575
ENSMUSG00000001089	2025
ENSMUSG00000001095	22
ENSMUSG00000001098	8120
ENSMUSG00000001100	1108
ENSMUSG00000001103	1
ENSMUSG00000001105	1212
ENSMUSG00000001119	5015
ENSMUSG00000001120	464
ENSMUSG00000001123	2158
ENSMUSG00000001127	2044
ENSMUSG00000001128	558
ENSMUSG00000001131	201
ENSMUSG00000001134	109
ENSMUSG00000001138	762
ENSMUSG00000001143	736
ENSMUSG00000001150	1093
ENSMUSG00000001151	2035
ENSMUSG00000001155	1
ENSMUSG00000001156	766
ENSMUSG00000001157	539
ENSMUSG00000001158	560
ENSMUSG00000001166	127
ENSMUSG00000001168	0
ENSMUSG00000001173	677
ENSMUSG00000001175	14021
ENSMUSG00000001211	2569
ENSMUSG00000001225	12
ENSMUSG00000001227	258
ENSMUSG00000001228	121
ENSMUSG00000001229	1503
ENSMUSG00000001240	6247
ENSMUSG00000001247	974
ENSMUSG00000001248	1541
ENSMUSG00000001249	291
ENSMUSG00000001260	0
ENSMUSG00000001270	1514
ENSMUSG00000001280	1962
ENSMUSG00000001281	854
ENSMUSG00000001285	467
ENSMUSG00000001288	1898
ENSMUSG00000001289	2429
ENSMUSG00000001300	3723
ENSMUSG00000001305	224
ENSMUSG00000001313	209
ENSMUSG00000001323	556
ENSMUSG00000001333	59
ENSMUSG00000001334	332
ENSMUSG00000001348	686
ENSMUSG00000001349	1182
ENSMUSG00000001366	1112
ENSMUSG00000001376	560
ENSMUSG00000001380	971
ENSMUSG00000001383	1382
ENSMUSG00000001403	130
ENSMUSG00000001415	1281
ENSMUSG00000001416	2208
ENSMUSG00000001418	1778
ENSMUSG00000001419	2292
ENSMUSG00000001420	121
ENSMUSG00000001424	1908
ENSMUSG00000001435	1427
ENSMUSG00000001436	94
ENSMUSG00000001440	3177
ENSMUSG00000001441	1947
ENSMUSG00000001444	70
ENSMUSG00000001445	804
ENSMUSG00000001467	643
ENSMUSG00000001472	5439
ENSMUSG00000001473	424
ENSMUSG00000001482	617
ENSMUSG00000001493	309
ENSMUSG00000001494	40
ENSMUSG00000001496	3491
ENSMUSG00000001497	21
ENSMUSG00000001504	1151
ENSMUSG00000001506	6499
ENSMUSG00000001507	5195
ENSMUSG00000001508	37
ENSMUSG00000001510	0
ENSMUSG00000001517	174
ENSMUSG00000001518	449
ENSMUSG00000001520	0
ENSMUSG00000001521	607
ENSMUSG00000001524	230
ENSMUSG00000001525	5126
ENSMUSG00000001542	673
ENSMUSG00000001552	8060
ENSMUSG00000001555	493
ENSMUSG00000001558	3
ENSMUSG00000001566	0
ENSMUSG00000001569	696
ENSMUSG00000001576	1393
ENSMUSG00000001583	284
ENSMUSG00000001588	546
ENSMUSG00000001604	453
ENSMUSG00000001622	0
ENSMUSG00000001627	1604
ENSMUSG00000001630	374
ENSMUSG00000001632	950
ENSMUSG00000001642	426
ENSMUSG00000001655	0
ENSMUSG00000001656	0
ENSMUSG00000001657	0
ENSMUSG00000001661	1
ENSMUSG00000001663	1390
ENSMUSG00000001665	461
ENSMUSG00000001666	161
ENSMUSG00000001670	25
ENSMUSG00000001672	230
ENSMUSG00000001674	328
ENSMUSG00000001687	4130
ENSMUSG00000001700	431
ENSMUSG00000001707	234
ENSMUSG00000001729	3701
ENSMUSG00000001739	305
ENSMUSG00000001741	776
ENSMUSG00000001750	1865
ENSMUSG00000001751	486
ENSMUSG00000001755	565
ENSMUSG00000001761	724
ENSMUSG00000001763	80
ENSMUSG00000001767	655
ENSMUSG00000001768	3359
ENSMUSG00000001773	3
ENSMUSG00000001774	1495
ENSMUSG00000001783	2785
ENSMUSG00000001785	391
ENSMUSG00000001786	450
ENSMUSG00000001794	4616
ENSMUSG00000001802	194
ENSMUSG00000001804	0
ENSMUSG00000001815	0
ENSMUSG00000001819	0
ENSMUSG00000001823	0
ENSMUSG00000001827	6
ENSMUSG00000001829	499
ENSMUSG00000001833	4377
ENSMUSG00000001844	626
ENSMUSG00000001847	7727
ENSMUSG00000001855	872
ENSMUSG00000001864	89
ENSMUSG00000001865	21
ENSMUSG00000001870	1800
ENSMUSG00000001891	1778
ENSMUSG00000001901	2
ENSMUSG00000001909	811
ENSMUSG00000001910	1441
ENSMUSG00000001911	2791
ENSMUSG00000001918	3415
ENSMUSG00000001924	4427
ENSMUSG00000001930	9332
ENSMUSG00000001942	481
ENSMUSG00000001943	597
ENSMUSG00000001946	4682
ENSMUSG00000001948	204
ENSMUSG00000001962	835
ENSMUSG00000001964	872
ENSMUSG00000001983	144
ENSMUSG00000001985	1
ENSMUSG00000001986	430
ENSMUSG00000001988	0
ENSMUSG00000001995	1488
ENSMUSG00000001998	335
ENSMUSG00000001999	440
ENSMUSG00000002006	160
ENSMUSG00000002007	133
ENSMUSG00000002010	1644
ENSMUSG00000002012	63
ENSMUSG00000002014	1116
ENSMUSG00000002015	2545
ENSMUSG00000002017	689
ENSMUSG00000002020	2234
ENSMUSG00000002028	2481
ENSMUSG00000002031	757
ENSMUSG00000002032	52
ENSMUSG00000002033	204
ENSMUSG00000002043	392
ENSMUSG00000002052	2095
ENSMUSG00000002055	124
ENSMUSG00000002057	0
ENSMUSG00000002058	522
ENSMUSG00000002059	697
ENSMUSG00000002064	991
ENSMUSG00000002068	31
ENSMUSG00000002076	9
ENSMUSG00000002083	356
ENSMUSG00000002100	333
ENSMUSG00000002102	2411
ENSMUSG00000002103	1078
ENSMUSG00000002104	3
ENSMUSG00000002105	882
ENSMUSG00000002107	2152
ENSMUSG00000002108	976
ENSMUSG00000002109	337
ENSMUSG00000002111	833
ENSMUSG00000002129	1078
ENSMUSG00000002147	2964
ENSMUSG00000002190	2
ENSMUSG00000002204	5878
ENSMUSG00000002205	701
ENSMUSG00000002210	441
ENSMUSG00000002221	703
ENSMUSG00000002222	2258
ENSMUSG00000002227	467
ENSMUSG00000002228	89
ENSMUSG00000002233	2209
ENSMUSG00000002240	0
ENSMUSG00000002249	660
ENSMUSG00000002250	709
ENSMUSG00000002257	323
ENSMUSG00000002265	527
ENSMUSG00000002266	16
ENSMUSG00000002274	194
ENSMUSG00000002279	258
ENSMUSG00000002280	390
ENSMUSG00000002289	1389
ENSMUSG00000002297	186
ENSMUSG00000002307	600
ENSMUSG00000002308	174
ENSMUSG00000002319	335
ENSMUSG00000002320	1196
ENSMUSG00000002324	159
ENSMUSG00000002325	1347
ENSMUSG00000002326	454
ENSMUSG00000002329	701
ENSMUSG00000002332	887
ENSMUSG00000002341	5
ENSMUSG00000002342	667
ENSMUSG00000002343	188
ENSMUSG00000002345	370
ENSMUSG00000002346	432
ENSMUSG00000002365	1365
ENSMUSG00000002372	1264
ENSMUSG00000002379	646
ENSMUSG00000002384	2
ENSMUSG00000002393	1304
ENSMUSG00000002395	1754
ENSMUSG00000002396	351
ENSMUSG00000002409	404
ENSMUSG00000002413	1366
ENSMUSG00000002416	282
ENSMUSG00000002428	966
ENSMUSG00000002455	1392
ENSMUSG00000002458	437
ENSMUSG00000002459	2
ENSMUSG00000002475	140
ENSMUSG00000002477	471
ENSMUSG00000002486	332
ENSMUSG00000002489	523
ENSMUSG00000002496	2435
ENSMUSG00000002500	19
ENSMUSG00000002504	8647
ENSMUSG00000002524	2243
ENSMUSG00000002546	2151
ENSMUSG00000002550	441
ENSMUSG00000002565	15
ENSMUSG00000002578	155
ENSMUSG00000002580	615
ENSMUSG00000002588	1283
ENSMUSG00000002602	3647
ENSMUSG00000002603	1588
ENSMUSG00000002608	986
ENSMUSG00000002617	198
ENSMUSG00000002625	2105
ENSMUSG00000002633	257
ENSMUSG00000002635	258
ENSMUSG00000002658	837
ENSMUSG00000002660	492
ENSMUSG00000002661	187
ENSMUSG00000002664	1
ENSMUSG00000002668	430
ENSMUSG00000002679	355
ENSMUSG00000002688	503
ENSMUSG00000002699	445
ENSMUSG00000002718	968
ENSMUSG00000002728	389
ENSMUSG00000002731	357
ENSMUSG00000002732	461
ENSMUSG00000002733	911
ENSMUSG00000002741	2034
ENSMUSG00000002748	3050
ENSMUSG00000002763	1348
ENSMUSG00000002767	459
ENSMUSG00000002768	637
ENSMUSG00000002769	72
ENSMUSG00000002771	122
ENSMUSG00000002778	2022
ENSMUSG00000002781	220
ENSMUSG00000002791	0
ENSMUSG00000002797	166
ENSMUSG00000002799	1087
ENSMUSG00000002803	344
ENSMUSG00000002804	335
ENSMUSG00000002808	305
ENSMUSG00000002812	3214
ENSMUSG00000002814	239
ENSMUSG00000002820	700
ENSMUSG00000002825	186
ENSMUSG00000002831	514
ENSMUSG00000002833	1173
ENSMUSG00000002835	216
ENSMUSG00000002844	892
ENSMUSG00000002845	521
ENSMUSG00000002846	260
ENSMUSG00000002847	43
ENSMUSG00000002870	281
ENSMUSG00000002871	1034
ENSMUSG00000002881	1742
ENSMUSG00000002885	11853
ENSMUSG00000002897	1127
ENSMUSG00000002900	3219
ENSMUSG00000002908	8
ENSMUSG00000002910	21
ENSMUSG00000002930	0
ENSMUSG00000002944	24832
ENSMUSG00000002948	836
ENSMUSG00000002949	729
ENSMUSG00000002957	2519
ENSMUSG00000002963	674
ENSMUSG00000002968	1195
ENSMUSG00000002980	11544
ENSMUSG00000002981	2110
ENSMUSG00000002983	575
ENSMUSG00000002984	612
ENSMUSG00000002985	13652
ENSMUSG00000002992	0
ENSMUSG00000002996	2001
ENSMUSG00000002997	700
ENSMUSG00000003031	1986
ENSMUSG00000003032	3789
ENSMUSG00000003033	1147
ENSMUSG00000003037	1453
ENSMUSG00000003038	469
ENSMUSG00000003039	2247
ENSMUSG00000003051	515
ENSMUSG00000003053	0
ENSMUSG00000003062	1206
ENSMUSG00000003068	2881
ENSMUSG00000003070	44
ENSMUSG00000003072	2082
ENSMUSG00000003099	1424
ENSMUSG00000003119	684
ENSMUSG00000003123	1686
ENSMUSG00000003131	1718
ENSMUSG00000003134	990
ENSMUSG00000003135	579
ENSMUSG00000003153	222
ENSMUSG00000003154	990
ENSMUSG00000003161	2886
ENSMUSG00000003166	1293
ENSMUSG00000003184	1629
ENSMUSG00000003190	310
ENSMUSG00000003198	188
ENSMUSG00000003199	952
ENSMUSG00000003200	981
ENSMUSG00000003206	56
ENSMUSG00000003208	233
ENSMUSG00000003226	3224
ENSMUSG00000003227	30
ENSMUSG00000003228	2228
ENSMUSG00000003233	866
ENSMUSG00000003234	1081
ENSMUSG00000003235	942
ENSMUSG00000003269	1221
ENSMUSG00000003271	34
ENSMUSG00000003273	35
ENSMUSG00000003279	7
ENSMUSG00000003282	18
ENSMUSG00000003283	1104
ENSMUSG00000003299	799
ENSMUSG00000003308	1290
ENSMUSG00000003309	497
ENSMUSG00000003316	3522
ENSMUSG00000003341	4
ENSMUSG00000003344	1012
ENSMUSG00000003345	2975
ENSMUSG00000003346	1155
ENSMUSG00000003348	848
ENSMUSG00000003352	496
ENSMUSG00000003354	195
ENSMUSG00000003355	42
ENSMUSG00000003360	1820
ENSMUSG00000003363	1815
ENSMUSG00000003378	485
ENSMUSG00000003379	574
ENSMUSG00000003380	3738
ENSMUSG00000003382	1158
ENSMUSG00000003402	1310
ENSMUSG00000003410	2
ENSMUSG00000003411	9
ENSMUSG00000003418	159
ENSMUSG00000003420	1890
ENSMUSG00000003421	816
ENSMUSG00000003423	548
ENSMUSG00000003429	5066
ENSMUSG00000003435	2713
ENSMUSG00000003436	1
ENSMUSG00000003437	1401
ENSMUSG00000003438	429
ENSMUSG00000003444	80
ENSMUSG00000003452	138
ENSMUSG00000003458	2186
ENSMUSG00000003464	1402
ENSMUSG00000003469	20
ENSMUSG00000003476	14
ENSMUSG00000003477	30992
ENSMUSG00000003484	358
ENSMUSG00000003500	3443
ENSMUSG00000003505	0
ENSMUSG00000003518	4357
ENSMUSG00000003526	55
ENSMUSG00000003527	403
ENSMUSG00000003528	1079
ENSMUSG00000003531	70
ENSMUSG00000003534	1496
ENSMUSG00000003541	1835
ENSMUSG00000003545	94
ENSMUSG00000003546	802
ENSMUSG00000003549	361
ENSMUSG00000003555	1
ENSMUSG00000003559	511
ENSMUSG00000003573	1196
ENSMUSG00000003575	382
ENSMUSG00000003581	1150
ENSMUSG00000003585	333
ENSMUSG00000003604	267
ENSMUSG00000003617	6360
ENSMUSG00000003623	788
ENSMUSG00000003644	1439
ENSMUSG00000003657	2
ENSMUSG00000003660	2544
ENSMUSG00000003662	896
ENSMUSG00000003665	48
ENSMUSG00000003680	109
ENSMUSG00000003721	962
ENSMUSG00000003731	1209
ENSMUSG00000003746	1473
ENSMUSG00000003752	255
ENSMUSG00000003762	568
ENSMUSG00000003778	1378
ENSMUSG00000003779	129
ENSMUSG00000003808	647
ENSMUSG00000003809	524
ENSMUSG00000003810	1153
ENSMUSG00000003812	529
ENSMUSG00000003813	1140
ENSMUSG00000003814	9805
ENSMUSG00000003824	40
ENSMUSG00000003847	3059
ENSMUSG00000003848	381
ENSMUSG00000003849	125
ENSMUSG00000003863	25
ENSMUSG00000003865	655
ENSMUSG00000003868	953
ENSMUSG00000003872	3
ENSMUSG00000003873	681
ENSMUSG00000003882	406
ENSMUSG00000003923	618
ENSMUSG00000003929	261
ENSMUSG00000003934	30
ENSMUSG00000003948	1272
ENSMUSG00000003949	265
ENSMUSG00000003955	618
ENSMUSG00000003970	9846
ENSMUSG00000003974	0
ENSMUSG00000003992	309
ENSMUSG00000004018	126
ENSMUSG00000004031	4
ENSMUSG00000004032	168
ENSMUSG00000004035	118
ENSMUSG00000004038	17
ENSMUSG00000004040	3794
ENSMUSG00000004043	387
ENSMUSG00000004044	9532
ENSMUSG00000004054	2213
ENSMUSG00000004056	1560
ENSMUSG00000004069	869
ENSMUSG00000004070	983
ENSMUSG00000004071	1125
ENSMUSG00000004085	1448
ENSMUSG00000004096	1297
ENSMUSG00000004098	232
ENSMUSG00000004099	1126
ENSMUSG00000004100	330
ENSMUSG00000004105	1314
ENSMUSG00000004110	73
ENSMUSG00000004113	21
ENSMUSG00000004127	102
ENSMUSG00000004151	214
ENSMUSG00000004187	361
ENSMUSG00000004207	22751
ENSMUSG00000004221	1126
ENSMUSG00000004231	0
ENSMUSG00000004233	183
ENSMUSG00000004263	203
ENSMUSG00000004264	1459
ENSMUSG00000004266	1446
ENSMUSG00000004267	97
ENSMUSG00000004268	812
ENSMUSG00000004270	925
ENSMUSG00000004285	1122
ENSMUSG00000004296	9
ENSMUSG00000004317	268
ENSMUSG00000004319	1110
ENSMUSG00000004328	102
ENSMUSG00000004341	1
ENSMUSG00000004344	0
ENSMUSG00000004347	33
ENSMUSG00000004356	463
ENSMUSG00000004359	10
ENSMUSG00000004360	109
ENSMUSG00000004364	2148
ENSMUSG00000004366	0
ENSMUSG00000004371	17
ENSMUSG00000004383	485
ENSMUSG00000004393	493
ENSMUSG00000004394	1776
ENSMUSG00000004415	12
ENSMUSG00000004446	149
ENSMUSG00000004451	1316
ENSMUSG00000004455	304
ENSMUSG00000004460	1761
ENSMUSG00000004462	304
ENSMUSG00000004473	279
ENSMUSG00000004500	213
ENSMUSG00000004508	1025
ENSMUSG00000004530	2391
ENSMUSG00000004535	4543
ENSMUSG00000004540	10
ENSMUSG00000004542	1
ENSMUSG00000004552	15
ENSMUSG00000004558	1967
ENSMUSG00000004561	367
ENSMUSG00000004562	962
ENSMUSG00000004565	1048
ENSMUSG00000004567	967
ENSMUSG00000004568	1982
ENSMUSG00000004591	1749
ENSMUSG00000004609	581
ENSMUSG00000004610	296
ENSMUSG00000004612	235
ENSMUSG00000004626	1794
ENSMUSG00000004630	0
ENSMUSG00000004631	1340
ENSMUSG00000004633	207
ENSMUSG00000004637	186
ENSMUSG00000004642	431
ENSMUSG00000004651	0
ENSMUSG00000004654	0
ENSMUSG00000004655	17266
ENSMUSG00000004661	424
ENSMUSG00000004665	6245
ENSMUSG00000004667	1035
ENSMUSG00000004668	5
ENSMUSG00000004677	2145
ENSMUSG00000004698	170
ENSMUSG00000004707	250
ENSMUSG00000004709	174
ENSMUSG00000004730	880
ENSMUSG00000004748	94
ENSMUSG00000004768	418
ENSMUSG00000004771	2309
ENSMUSG00000004788	723
ENSMUSG00000004789	2610
ENSMUSG00000004791	87
ENSMUSG00000004798	1812
ENSMUSG00000004814	22
ENSMUSG00000004815	600
ENSMUSG00000004821	0
ENSMUSG00000004837	1962
ENSMUSG00000004842	0
ENSMUSG00000004843	1668
ENSMUSG00000004846	1728
ENSMUSG00000004849	974
ENSMUSG00000004864	293
ENSMUSG00000004865	1354
ENSMUSG00000004872	0
ENSMUSG00000004880	1443
ENSMUSG00000004885	3
ENSMUSG00000004891	3668
ENSMUSG00000004892	95
ENSMUSG00000004894	0
ENSMUSG00000004895	878
ENSMUSG00000004896	575
ENSMUSG00000004897	3418
ENSMUSG00000004902	17
ENSMUSG00000004929	349
ENSMUSG00000004931	549
ENSMUSG00000004933	60
ENSMUSG00000004934	566
ENSMUSG00000004936	1443
ENSMUSG00000004937	1460
ENSMUSG00000004939	2
ENSMUSG00000004945	811
ENSMUSG00000004947	445
ENSMUSG00000004948	0
ENSMUSG00000004951	855
ENSMUSG00000004952	496
ENSMUSG00000004961	189
ENSMUSG00000004980	13245
ENSMUSG00000004988	12
ENSMUSG00000004994	219
ENSMUSG00000004996	378
ENSMUSG00000005034	1921
ENSMUSG00000005043	662
ENSMUSG00000005045	91
ENSMUSG00000005054	895
ENSMUSG00000005057	106
ENSMUSG00000005069	862
ENSMUSG00000005078	536
ENSMUSG00000005087	2974
ENSMUSG00000005089	85
ENSMUSG00000005102	453
ENSMUSG00000005103	3409
ENSMUSG00000005107	157
ENSMUSG00000005124	114
ENSMUSG00000005125	731
ENSMUSG00000005131	50
ENSMUSG00000005142	2765
ENSMUSG00000005148	737
ENSMUSG00000005150	400
ENSMUSG00000005161	2096
ENSMUSG00000005198	3216
ENSMUSG00000005202	0
ENSMUSG00000005204	1387
ENSMUSG00000005220	91
ENSMUSG00000005225	385
ENSMUSG00000005232	0
ENSMUSG00000005233	63
ENSMUSG00000005237	341
ENSMUSG00000005251	543
ENSMUSG00000005262	1076
ENSMUSG00000005267	148
ENSMUSG00000005268	26
ENSMUSG00000005299	1229
ENSMUSG00000005312	2896
ENSMUSG00000005320	795
ENSMUSG00000005338	45
ENSMUSG00000005339	3
ENSMUSG00000005354	1334
ENSMUSG00000005355	0
ENSMUSG00000005357	4
ENSMUSG00000005360	702
ENSMUSG00000005362	723
ENSMUSG00000005364	24
ENSMUSG00000005370	442
ENSMUSG00000005371	1967
ENSMUSG00000005373	128
ENSMUSG00000005374	539
ENSMUSG00000005378	407
ENSMUSG00000005397	2761
ENSMUSG00000005410	338
ENSMUSG00000005413	661
ENSMUSG00000005417	13961
ENSMUSG00000005442	2500
ENSMUSG00000005447	252
ENSMUSG00000005465	183
ENSMUSG00000005469	1486
ENSMUSG00000005470	108
ENSMUSG00000005474	0
ENSMUSG00000005481	464
ENSMUSG00000005483	1035
ENSMUSG00000005493	1
ENSMUSG00000005501	620
ENSMUSG00000005503	0
ENSMUSG00000005505	12
ENSMUSG00000005506	59
ENSMUSG00000005510	120
ENSMUSG00000005514	5624
ENSMUSG00000005533	1914
ENSMUSG00000005534	1495
ENSMUSG00000005540	378
ENSMUSG00000005547	541
ENSMUSG00000005553	1
ENSMUSG00000005566	2265
ENSMUSG00000005575	1340
ENSMUSG00000005580	388
ENSMUSG00000005583	702
ENSMUSG00000005609	802
ENSMUSG00000005610	15746
ENSMUSG00000005611	216
ENSMUSG00000005615	2270
ENSMUSG00000005621	1253
ENSMUSG00000005625	1793
ENSMUSG00000005628	32
ENSMUSG00000005640	11
ENSMUSG00000005649	0
ENSMUSG00000005656	1403
ENSMUSG00000005667	171
ENSMUSG00000005672	3295
ENSMUSG00000005674	708
ENSMUSG00000005677	0
ENSMUSG00000005681	6
ENSMUSG00000005682	1164
ENSMUSG00000005683	2587
ENSMUSG00000005686	673
ENSMUSG00000005687	1039
ENSMUSG00000005696	23
ENSMUSG00000005698	1659
ENSMUSG00000005699	104
ENSMUSG00000005705	17
ENSMUSG00000005716	0
ENSMUSG00000005718	143
ENSMUSG00000005732	44
ENSMUSG00000005763	172
ENSMUSG00000005774	480
ENSMUSG00000005779	2576
ENSMUSG00000005800	66
ENSMUSG00000005802	2
ENSMUSG00000005803	1163
ENSMUSG00000005804	491
ENSMUSG00000005813	728
ENSMUSG00000005823	1277
ENSMUSG00000005824	48
ENSMUSG00000005836	747
ENSMUSG00000005846	883
ENSMUSG00000005864	28
ENSMUSG00000005871	2525
ENSMUSG00000005873	3857
ENSMUSG00000005881	2103
ENSMUSG00000005882	563
ENSMUSG00000005883	9
ENSMUSG00000005886	1199
ENSMUSG00000005891	0
ENSMUSG00000005892	0
ENSMUSG00000005893	1327
ENSMUSG00000005897	382
ENSMUSG00000005899	604
ENSMUSG00000005907	263
ENSMUSG00000005917	35
ENSMUSG00000005936	1874
ENSMUSG00000005947	117
ENSMUSG00000005949	411
ENSMUSG00000005950	147
ENSMUSG00000005951	132
ENSMUSG00000005952	6
ENSMUSG00000005958	950
ENSMUSG00000005968	578
ENSMUSG00000005973	1832
ENSMUSG00000005980	0
ENSMUSG00000005981	1283
ENSMUSG00000005982	1051
ENSMUSG00000005983	86
ENSMUSG00000005986	147
ENSMUSG00000005994	0
ENSMUSG00000006005	3124
ENSMUSG00000006007	0
ENSMUSG00000006010	1028
ENSMUSG00000006014	143
ENSMUSG00000006019	386
ENSMUSG00000006021	259
ENSMUSG00000006024	1685
ENSMUSG00000006050	668
ENSMUSG00000006056	21
ENSMUSG00000006057	187
ENSMUSG00000006058	716
ENSMUSG00000006095	777
ENSMUSG00000006127	1942
ENSMUSG00000006134	1190
ENSMUSG00000006143	1
ENSMUSG00000006154	740
ENSMUSG00000006169	1868
ENSMUSG00000006179	2
ENSMUSG00000006191	218
ENSMUSG00000006200	0
ENSMUSG00000006204	13
ENSMUSG00000006205	1235
ENSMUSG00000006215	428
ENSMUSG00000006216	0
ENSMUSG00000006218	9
ENSMUSG00000006219	1201
ENSMUSG00000006221	524
ENSMUSG00000006235	82
ENSMUSG00000006241	75
ENSMUSG00000006262	1323
ENSMUSG00000006269	195
ENSMUSG00000006270	0
ENSMUSG00000006273	3007
ENSMUSG00000006276	1205
ENSMUSG00000006281	1051
ENSMUSG00000006288	714
ENSMUSG00000006289	584
ENSMUSG00000006299	2496
ENSMUSG00000006301	4223
ENSMUSG00000006304	5787
ENSMUSG00000006307	1847
ENSMUSG00000006310	67
